0,好,1,1,0,您目前心情如何呢?可以的話請幫我用一些形容詞形容現在的心情,1,0,100,115,100,2,50,1,0,0,1,0
0,開心難過興奮期待;,1,0,1,可以描述一些目前的心情，如果說完了可以跟我說說完了或是結束了三個字就好,1,0,100,115,100,2,0,0,0,0,1,0
0,說完了;結束,1,0,1,好的，如果1分是強度微弱，5分是強度強烈，請問剛剛說的情緒強度1到5分比較接近多少分呢?,2,0,100,115,100,2,0,0,0,0,1,0
0,剛剛您用來描述心情的形容詞，是因為想到那些事情嗎?,1,0,2,剛剛您用來描述心情的形容詞，是因為想到哪些事情嗎?,3,0,100,115,100,1,0,0,0,0,1,0
0,如果可以的話您可以對我說說看,1,0,3,如果可以的話您可以對我說說看,4,0,100,115,100,1,0,0,0,0,1,0
0,但可能還是要麻煩您在說完後告訴我說完了，或是結束了，我才能知道，您可以開始告訴我,1,0,4,但可能還是要麻煩您在說完後告訴我說完了，或是結束了三個字，我才能知道，您可以開始告訴我,5,0,100,115,100,2,0,0,0,0,1,0
0,我最近;沒什麼啊,1,0,5,恩恩，請繼續說,5,0,100,115,100,2,0,0,0,0,1,0
0,說完了;結束,1,0,5,恩，跟我的生活好不一樣，雖然有些你說的事情我不太懂，但我隱隱約約有些能感覺到你的想法跟情緒,6,0,100,115,100,1,0,0,0,0,1,0
0,我跟你分享一個我最近聽到的笑話,1,0,6,想跟您分享一個我最近聽到的笑話,7,0,100,115,100,1,0,0,0,0,1,0
0,你知道為什麼小明跑步比賽都會輸嗎?,1,0,7,你知道為什麼小明跑步比賽都會輸嗎?,8,0,100,115,100,2,0,0,0,0,1,0
0,再猜看看,1,0,8,再猜看看,9,0,100,115,100,2,0,0,0,0,1,0
0,因為他都穿慢跑鞋,1,0,9,因為他都穿慢跑鞋,14,0,100,115,100,1,0,0,0,0,1,0
0,哈哈哈哈 你覺得好笑嗎?,1,0,14,來我們再說一個,15,0,100,115,100,1,0,0,0,0,1,0
0,我再說一個,1,0,15,我想想,16,0,100,115,100,1,0,0,0,0,1,0
0,有一天小明小便不舒服，因為包皮上面長了青春痘，緊張的問醫生,1,0,16,有一天有個學生憤怒的對他的老師說，老師你教的都是沒用的東西,17,0,100,115,100,1,0,0,0,0,1,0
0,醫生醫生 怎麼辦,1,0,17,老師淡定的回答他說,18,0,100,110,115,1,0,0,0,0,1,0
0,醫生回答說,1,0,18,我不許你這樣說自己,19,0,100,115,100,1,0,0,0,0,1,0
0,放心，包在我身上,1,0,19,我再說最後一個，您知道哪位總統最愛吃零食嗎?,20,0,100,110,100,2,0,0,0,0,1,0
0,這裡是間隔，給大家笑,1,0,20,是袁世凱，因為他是臨時大總統,21,0,100,115,100,1,0,0,0,0,1,0
0,好,1,0,21,您目前心情如何呢?可以的話請幫我用一些形容詞形容現在的心情,24,0,100,115,100,2,0,0,0,0,1,0
0,描述心情,1,0,24,可以的話請繼續說,26,0,100,115,100,2,0,0,0,0,1,0
0,描述心情,1,0,25,描述心情,26,0,100,115,100,2,0,0,0,0,1,0
0,好的，如果1分是強度微弱，5分是強度強烈，請問剛剛說的情緒強度1到5分比較接近多少分呢?,1,0,26,好的，如果1分是強度微弱，5分是強度強烈，請問剛剛說的情緒強度1到5分比較接近多少分呢?,27,0,100,115,100,2,0,0,0,0,1,0
0,開心難過興奮期待;,1,0,22,可以描述一些目前的心情，如果說完了可以跟我說說完了或是結束了,22,0,100,115,100,2,0,0,0,0,1,0
0,恩恩 希望我的笑話有娛樂到您,1,0,27,恩恩希望我的笑話有娛樂到您我自己是蠻開心的,end,0,100,115,100,2,0,0,0,0,1,0
0,差不多了也謝謝您願意跟我聊天，我覺得我跟您變得更熟識了，您真的很親切! 接下來我還有一些活動想請您陪我一起來做，好嗎?,2,1,0,謝謝您願意跟我聊天，我覺得我跟您變得更熟識了，您真的很親切! ,1,0,100,110,100,1,2000,1,0,0,1,0
0,好,2,0,1,您目前心情如何呢?可以的話請幫我用一些形容詞形容現在的心情,2,0,100,115,100,2,0,0,0,0,1,0
0,說完了;結束,2,0,2,好的，如果1分是強度微弱，5分是強度強烈，請問剛剛說的情緒強度1到5分比較接近多少分呢?,3,0,100,115,100,2,0,0,0,0,1,0
0,開心難過興奮期待;,2,0,2,可以描述一些目前的心情，如果說完了可以跟我說說完了或是結束了三個字就好,2,0,100,115,100,2,0,0,0,0,1,0
0,第一階段結束囉，接下來我還有一些活動想請您陪我一起來做，好嗎?,2,0,3,第一階段結束囉，接下來我還有一些活動想請您陪我一起來做，好嗎?,end;attitude;1,0,100,110,100,1,0,2,0,0,1,0
0,好,3,1,0,您目前心情如何呢?可以的話請幫我用一些形容詞形容現在的心情,1,1,100,115,100,2,0,1,0,0,1,0
0,說完了;結束,3,0,1,好的，如果1分是強度微弱，5分是強度強烈，請問剛剛說的情緒強度1到5分比較接近多少分呢?,2,0,100,115,100,2,0,0,0,0,1,0
0,開心難過興奮期待;,3,0,1,可以描述一些目前的心情，如果說完了可以跟我說說完了或是結束了三個字就好,1,0,100,115,100,2,0,0,0,0,1,0
0,剛剛您用來描述心情的形容詞，是因為想到那些事情嗎?,3,0,2,剛剛您用來描述心情的形容詞，是因為想到哪些事情,3,0,100,115,100,1,0,0,0,0,1,0
0,如果可以的話您可以對我說說看,3,0,3,如果可以的話您可以對我說說看,4,0,100,115,100,1,0,0,0,0,1,0
0,但可能還是要麻煩您在說完後告訴我說完了，或是結束了，我才能知道，您可以開始告訴我,3,0,4,但可能還是要麻煩您在說完後告訴我說完了，或是結束了，我才能知道，您現在可以開始告訴我,5,0,100,115,100,2,0,0,0,0,1,0
0,說完瞭;結束暸;結束;說完,3,0,5,恩，我剛剛在旁邊看您幫我們做問卷，覺得您辛苦了,6,0,100,115,100,1,0,0,0,0,1,0
0,我最近;沒什麼啊,3,0,5,恩恩，請繼續說;請繼續說，或是可以說結束了或說完了三個字就好,5,0,100,115,100,2,0,0,0,0,1,0
0,話說您喜歡看書嗎?,3,0,6,話說您喜歡看書嗎?,end,0,100,115,100,2,0,0,0,0,1,0
0,您目前心情如何呢?可以的話請幫我用一些形容詞形容現在的心情,4,1,0,您目前心情如何呢?可以的話請幫我用一些形容詞形容現在的心情,1,0,100,115,100,2,3600,1,0,0,1,0
0,說完瞭;結束暸;結束;說完,4,0,1,好的，如果1分是強度微弱，5分是強度強烈，請問剛剛說的情緒強度1到5分比較接近多少分呢?,2,0,100,115,100,2,0,0,0,0,1,0
0,開心難過興奮期待;,4,0,1,可以描述一些目前的心情，如果說完了可以跟我說說完了或是結束了三個字就好,1,0,100,115,100,2,0,0,0,0,1,0
0,剛剛您用來描述心情的形容詞，是因為想到那些事情嗎?,4,0,2,剛剛您用來描述心情的形容詞，是因為想到哪些事情嗎?,3,0,100,115,100,2,0,0,0,0,1,0
0,如果可以的話您可以對我說說看,4,0,3,如果可以的話您可以對我說說看,4,0,100,115,100,1,0,0,0,0,1,0
0,但可能還是要麻煩您在說完後告訴我說完了，或是結束了，我才能知道，您可以開始告訴我,4,0,4,但可能還是要麻煩您在說完後告訴我說完了，或是結束了，我才能知道，您現在可以開始告訴我,5,0,100,115,100,2,0,0,0,0,1,0
0,說完了;結束,4,0,5,恩，原來如此,end;attitude;7,0,100,115,100,1,0,0,0,0,1,0
0,我最近;沒什麼啊,4,0,5,恩恩，請繼續說;請繼續或是可以說結束了或說完了三個字就好,5,0,100,115,100,2,0,0,0,0,1,0
